"","cycle","state","modeldate","candidate_name","startdate","enddate","pollster","samplesize","population","weight","pct","house_adjusted_pct","trend_and_house_adjusted_pct","tracking","poll_id","question_id"
"173",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44033",44035,"Zogby Interactive/JZ Analytics",809,"lv",0.9108042,44,45.61366,46.83666,"F",67916,127142
"174",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44034",44036,"Gravis Marketing",1006,"lv",0.9798656,48,48.2303,49.45415,"F",67659,126662
"175",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44036",44038,"Change Research",382,"lv",0.4084386,48,48.48935,49.68142,"F",67812,126906
"176",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44039",44049,"YouGov",742,"rv",0.6734251,50,50.81877,51.94977,"F",67969,127273
"177",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44044",44074,"SurveyMonkey",3531,"lv",0.641258,52.76,51.44606,52.54606,"F",70359,131109
"178",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44045",44047,"OnMessage Inc.",400,"lv",0.5514615,50,51.21359,52.31232,"F",68115,127579
"179",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44047",44050,"YouGov",1211,"lv",1.190209,49,48.93061,50.00671,"F",67962,127266
"180",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44050",44052,"Change Research",456,"lv",0.5331308,48,48.48935,49.51677,"F",68015,127366
"181",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44050",44059,"Morning Consult",1777,"lv",1.156262,50,49.8381,50.78598,"T",68285,127906
"182",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44051",44053,"Emerson College",843,"lv",1.436415,53.31,52.4561,53.4774,"F",68007,127354
"183",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44054",44060,"Muhlenberg College",416,"lv",0.8952302,49,48.76827,49.77896,"F",68138,127631
"184",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44056",44060,"Civiqs",617,"rv",0.5686046,51,50.36877,51.33498,"F",68148,127645
"185",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44056",44062,"Global Strategy Group",801,"rv",0.5862823,51.5,50.68467,51.70432,"F",68264,127876
"186",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44059",44060,"Redfield & Wilton Strategies",1006,"lv",0.8404686,48,48.72272,49.71105,"F",68157,127658
"187",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44060",44066,"Franklin & Marshall College",681,"rv",0.9141793,49,49.98394,51.0765,"F",68221,127781
"188",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44063",44067,"GQR Research (GQRR)",500,"lv",0.7012613,52,50.22805,51.35049,"F",68259,127869
"189",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44064",44066,"Change Research",984,"lv",0.8284237,49,49.48966,50.62167,"F",68208,127745
"190",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44064",44073,"Morning Consult",2158,"lv",0.9042551,49,48.83814,49.97576,"T",68296,127917
"191",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44068",44070,"Rasmussen Reports/Pulse Opinion Research",1000,"lv",1.034299,47.82,48.23784,49.39486,"F",68461,128152
"192",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44069",44074,"Hodas & Associates",600,"lv",0.7015365,51.12,51.61408,52.70861,"F",68484,128205
"193",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44069",44075,"ALG Research",500,"lv",0.6473723,50,49.87816,51.00852,"F",70092,130584
"194",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44071",44074,"Monmouth University",400,"lv",0.9060031,48.5,48.07876,49.19991,"F",68319,127965
"195",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44071",44075,"Quinnipiac University",1107,"lv",1.636533,52,50.90884,52.0364,"F",68466,128167
"196",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44071",44082,"Benenson Strategy Group/GS Strategy Group",1600,"lv",2.26868,49,49.23656,50.30337,"F",68581,128408
"197",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44072",44081,"Morning Consult",2227,"lv",1.041242,50,49.8381,50.89816,"T",68550,128327
"198",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44074",44081,"Marist College",771,"lv",1.560091,53,52.2066,53.27057,"F",68532,128302
"199",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44077",44080,"TargetSmart/William & Mary",835,"lv",0.8708358,51,50.74911,51.80082,"F",69392,129237
"200",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44078",44080,"Change Research",829,"lv",0.7047589,50,50.48972,51.55084,"F",68537,128312
"201",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44082",44085,"Climate Nexus",659,"rv",0.6591295,48,49.10949,50.1032,"F",69559,129592
"202",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44082",44096,"Baldwin Wallace University",1012,"lv",0.7620288,47.3,48.12308,49.02236,"F",69702,129962
"203",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44084",44095,"YouGov",642,"lv",0.9724195,49,48.93061,49.83854,"F",69715,130005
"204",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44085",44089,"Civiqs",549,"rv",0.5378139,52,51.36915,52.31794,"F",69537,129546
"205",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44085",44090,"Ipsos",611,"lv",0.8740835,49,49.4436,50.39291,"F",69626,129812
"206",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44086",44088,"Redfield & Wilton Strategies",1036,"lv",0.6157321,49,49.72314,50.66599,"F",69546,129564
"207",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44088",44094,"Franklin & Marshall College",480,"lv",0.7896083,48,48.09571,48.95696,"F",69708,129978
"208",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44089",44091,"CPEC",820,"lv",0.6651533,50.3,50.25144,51.13179,"F",69704,129973
"209",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44089",44091,"Trafalgar Group",1006,"lv",0.4208126,47.3,49.74536,50.63671,"F",69568,129614
"210",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44089",44116,"SurveyMonkey",6613,"lv",0.0548532,52,50.68518,51.00731,"T",70963,132793
"211",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44090",44117,"SurveyMonkey",6946,"lv",0.0538964,52,50.68518,50.97828,"T",71025,132971
"212",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44091",44093,"Garin-Hart-Yang Research Group",400,"lv",0.565323,53,51.22491,52.05267,"F",69984,130329
"213",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44091",44118,"SurveyMonkey",7258,"lv",0.0514726,52,50.68518,50.95111,"T",71119,133178
"214",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44092",44094,"Change Research",579,"lv",0.5571989,49,49.48966,50.28988,"F",69685,129907
"215",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44092",44095,"Trafalgar Group",1006,"lv",0.4208126,48.1,50.54643,51.3217,"F",69966,130296
"216",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44093",44120,"SurveyMonkey",8250,"lv",0.591620118676123,53,51.68642,51.89918,"T",71254,133455
"217",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44093",44121,"SurveyMonkey",8360,"lv",0.0942056,53,51.68642,51.87418,"T",71312,133572
"218",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44094",44097,"Fox News/Beacon Research/Shaw & Co. Research",856,"lv",1.524044,51,50.6817,51.38206,"F",69962,130284
"219",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44095",44100,"ABC News/The Washington Post",568,"lv",1.245238,54,53.25167,53.8772,"F",70024,130435
"220",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44095",44122,"SurveyMonkey",8532,"lv",0.591620118676123,53,51.68642,51.85089,"T",71394,133733
"221",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44095",44123,"SurveyMonkey",8803,"lv",0.0452541,52,50.68518,50.83089,"T",71479,133917
"222",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44096",44124,"SurveyMonkey",9131,"lv",0.089875,52,50.68518,50.81253,"T",71581,134129
"223",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44097",44099,"Redfield & Wilton Strategies",1015,"lv",0.6559113,50,50.72319,51.33795,"F",70126,130653
"224",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44098",44100,"IBD/TIPP",774,"lv",1.443998,49.7,50.01836,50.61081,"F",70001,130391
"225",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44098",44125,"SurveyMonkey",9301,"lv",0.0464236,52,50.68518,50.79485,"T",71694,134354
"226",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44099",44101,"Siena College/The New York Times Upshot",711,"lv",1.453092,49,49.56757,50.12949,"F",70017,130426
"227",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44099",44126,"SurveyMonkey",9615,"lv",0.0476144,52,50.68518,50.77949,"T",71777,134553
"228",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44100",44127,"SurveyMonkey",9777,"lv",0.039128,52,50.68518,50.71483,"T",71838,134684
"229",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44101",44128,"SurveyMonkey",9903,"lv",0.0367122,52,50.68518,50.69996,"T",71905,134819
"230",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44102",44129,"SurveyMonkey",9986,"lv",0.0694859,52,50.68518,50.68615,"T",71990,134993
"231",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44103",44109,"Ipsos",605,"lv",0.7592051,50,50.44366,50.68629,"F",70585,131968
"232",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44104",44106,"Siena College/The New York Times Upshot",706,"lv",1.443402,49,49.56757,49.75958,"F",70501,131409
"233",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44104",44106,"YouGov",1187,"lv",1.099269,51,50.93061,51.13213,"F",70548,131595
"234",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44104",44108,"Monmouth University",500,"lv",1.129217,53.5,53.07961,53.23301,"F",70599,131998
"235",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44104",44112,"Baldwin Wallace University",1140,"lv",0.791219,49.6,50.42418,50.01,"F",70721,132290
"236",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44104",44131,"SurveyMonkey",10250,"lv",0.0281149,52,50.68518,50.65254,"T",72100,135227
"237",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44105",44109,"Quinnipiac University",1211,"lv",1.664769,54,52.91157,53.04825,"F",70649,132109
"238",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44106",44108,"Change Research",468,"lv",0.547435,50,50.48972,50.62025,"F",70608,132013
"239",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44106",44115,"Morning Consult",2610,"lv",0.9761202,52,51.83825,51.85999,"T",70760,132369
"240",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44108",44109,"Emerson College",688,"lv",0.6241342,50.8,49.94432,50.0448,"F",70620,132039
"241",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44108",44110,"Redfield & Wilton Strategies",927,"lv",0.4569446,49,49.72314,49.80518,"F",70709,132263
"242",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44109",44113,"Whitman Insight Strategies",517,"lv",0.6249694,51,50.87439,50.91649,"F",70736,132328
"243",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44110",44115,"Ipsos",622,"lv",0.6545612,51,51.4435,51.46373,"F",70741,132339
"244",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44111",44116,"RMG Research",800,"lv",0.8066381,49,49.44573,49.45204,"F",70988,132833
"245",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44112",44115,"Civiqs",600,"lv",0.4137503,52,50.48113,50.44353,"F",71104,133107
"246",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44114",44116,"Trafalgar Group",1034,"lv",0.3652195,47.4,49.84554,49.80641,"F",70773,132394
"247",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44116",44117,"Opinion Savvy/InsiderAdvantage",400,"lv",0.6001908,45.8,47.22436,47.17924,"F",71099,133095
"248",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44116",44119,"Harris Insights & Analytics",992,"lv",0.8644356,51,51.1684,51.11764,"F",71179,133261
"249",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44117",44119,"Trafalgar Group",1041,"lv",0.3471905,47.5,49.9457,49.88797,"F",71366,133641
"250",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44117",44123,"Ipsos",653,"lv",0.6370794,49,49.4436,49.38496,"F",71379,133664
"251",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44117",44124,"Muhlenberg College",416,"lv",0.8795891,51,50.76825,50.75404,"F",71736,134408
"252",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44117",44125,"YouGov",669,"lv",0.4928795,52,51.93066,51.88079,"F",71947,134866
"253",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44119",44123,"Suffolk University",500,"lv",1.00103,48.6,49.06382,49.00854,"F",71533,133979
"254",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44119",44124,"SSRS",843,"lv",1.169078,53,52.09893,52.03399,"F",71564,134058
"255",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44120",44123,"Change Research",574,"lv",0.5338545,49,49.48966,49.41466,"F",71523,133961
"256",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44120",44123,"Quinnipiac University",1241,"lv",1.510332,51,49.90831,49.83975,"F",71555,134042
"257",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44121",44124,"Citizen Data",1000,"lv",0.8386342,43.99,45.70989,45.65656,"F",72185,135395
"258",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44121",44124,"Fox News/Beacon Research/Shaw & Co. Research",1045,"lv",1.7732,50,49.68164,49.60559,"F",71627,134185
"259",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44121",44125,"Civiqs",1577,"a",0.6416456,52,52.6875,52.60624,"F",71651,134237
"260",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44121",44129,"Univision/Latino Decisions/North Star Opinion Research",723,"rv",0.7916517,50,50.76165,50.70881,"F",72150,135277
"261",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44122",44123,"Rasmussen Reports/Pulse Opinion Research",800,"lv",0.7878715,50,50.41825,50.3406,"F",71457,133838
"262",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44123",44129,"Franklin & Marshall College",558,"lv",0.8776745,50,50.0958,50.03267,"F",72172,135367
"263",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44124",44130,"Ipsos",655,"lv",0.641071,50.5,50.94361,50.88847,"F",71976,134925
"264",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44125",44126,"Public Policy Polling",890,"v",0.7324647,51,49.69312,49.60751,"F",71678,134285
"265",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44127",44130,"Civiqs",1145,"lv",0.8875721,52,50.96398,50.92224,"F",72039,135049
"266",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44129",44129,"Opinion Savvy/InsiderAdvantage",400,"lv",0.5188181,45.5,46.92356,46.90091,"F",71969,134912
"267",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44129",44131,"RMG Research",800,"lv",0.8138771,51,51.44563,51.43074,"F",72169,135361
"268",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44130",44133,"HarrisInsightsAnalytics",901,"lv",0.8972869,51,51.1684,51.16853,"F",72237,135523
"270",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","NA",44129,"Trafalgar Group",1076,"lv",0.3942119,47.6,50.04585,50.01465,"F",72337,135721
"271",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","NA",44132,"Muhlenberg College",419,"lv",0.8897241,49,48.76827,48.80106,"F",72401,135851
"272",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","NA",44133,"SurveyMonkey",5786,"lv",0.0335261,52,50.68518,50.65336,"T",72357,135797
"276",2020,"South Carolina",44138,"Joseph R. Biden Jr.","43886",43889,"AtlasIntel",1100,"rv",0.9533595,41.8,42.94234,44.34124,"F",64622,119272
"277",2020,"South Carolina",44138,"Joseph R. Biden Jr.","43974",43977,"Civiqs",591,"rv",0.6887537,42,42.69104,44.33715,"F",66546,124015
"278",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44025",44031,"brilliant corners Research & Strategies",800,"lv",0.8041003,43,42.00259,43.03441,"F",67677,126709
"279",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44027",44032,"ALG Research",591,"lv",0.5650506,45,43.42951,44.4605,"F",67684,126743
"280",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44029",44029,"Gravis Marketing",604,"lv",0.7638013,46,45.50649,46.57328,"F",67578,126433
"281",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44036",44045,"Morning Consult",741,"lv",0.8276941,44,44.00369,45.00088,"T",67881,127091
"282",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44042",44046,"Quinnipiac University",914,"rv",1.306128,42,42.26971,43.25962,"F",67951,127225
"283",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44084",44088,"Quinnipiac University",969,"lv",1.367824,45,44.39022,45.28009,"F",69491,129444
"284",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44085",44094,"Morning Consult",764,"lv",0.84002,44,44.00369,44.80875,"T",69637,129829
"285",2020,"South Carolina",44138,"Joseph R. Biden Jr.","44096",44099,"YouGov",1080,"lv",1.328531,42,42.42631,43.00054,"F",69993,130353
"286",2020,"Texas",44138,"Joseph R. Biden Jr.","44131",44137,"Swayable",1151,"lv",0.4886183,47.2,47.09702,47.11913,"F",72774,136556
"287",2020,"Utah",44138,"Joseph R. Biden Jr.","43845",43852,"RMG Research",1017,"rv",0.6478483,31,34.20826,36.32998,"F",63405,116395
"288",2020,"Utah",44138,"Joseph R. Biden Jr.","43885",43891,"RMG Research",1000,"rv",0.5939063,33,36.26863,38.13718,"F",64734,119714
"289",2020,"Utah",44138,"Joseph R. Biden Jr.","43911",43920,"Y2 Analytics",1266,"lv",1.18056,41,39.89028,42.23905,"F",65728,121489
"290",2020,"Utah",44138,"Joseph R. Biden Jr.","43936",43942,"RMG Research",964,"rv",0.6436153,32,35.23944,37.68404,"F",65940,122163
"291",2020,"Utah",44138,"Joseph R. Biden Jr.","43960",43966,"Y2 Analytics",1078,"lv",1.063363,39.4,38.29992,40.84112,"F",66525,123970
"292",2020,"Utah",44138,"Joseph R. Biden Jr.","43990",44012,"SurveyMonkey",412,"lv",0.2159572,41.43,39.7579,41.0206,"F",70453,131307
"293",2020,"Utah",44138,"Joseph R. Biden Jr.","44013",44043,"SurveyMonkey",1037,"lv",0.3906473,39.97,38.31084,39.57855,"F",70403,131205
"294",2020,"Utah",44138,"Joseph R. Biden Jr.","44039",44044,"RMG Research",1000,"rv",0.8440243,31,34.20826,35.244,"F",67870,127241
"295",2020,"Utah",44138,"Joseph R. Biden Jr.","44044",44074,"SurveyMonkey",893,"lv",0.3912228,41.46,39.78765,40.9435,"F",70353,131103
"296",2020,"Utah",44138,"Joseph R. Biden Jr.","44075",44104,"SurveyMonkey",1192,"lv",0.2716615,42.3,40.62108,41.54392,"T",70301,130996
"297",2020,"Utah",44138,"Joseph R. Biden Jr.","44081",44086,"RMG Research",1000,"lv",0.8857145,35,37.46625,38.47118,"F",69438,129462
"298",2020,"Utah",44138,"Joseph R. Biden Jr.","44088",44116,"SurveyMonkey",1783,"lv",0.0537673,44,42.30967,42.75043,"T",70969,132799
"299",2020,"Utah",44138,"Joseph R. Biden Jr.","44090",44117,"SurveyMonkey",1843,"lv",0.0265493,44,42.30967,42.72319,"T",71019,132965
"300",2020,"Utah",44138,"Joseph R. Biden Jr.","44091",44118,"SurveyMonkey",1913,"lv",0.0254299,44,42.30967,42.69522,"T",71113,133172
"301",2020,"Utah",44138,"Joseph R. Biden Jr.","44092",44119,"SurveyMonkey",2002,"lv",0.0247655,44,42.30967,42.66751,"T",71187,133322
"302",2020,"Utah",44138,"Joseph R. Biden Jr.","44093",44120,"SurveyMonkey",2112,"lv",0.591620118676123,44,42.30967,42.63916,"T",71248,133449
"303",2020,"Utah",44138,"Joseph R. Biden Jr.","44093",44121,"SurveyMonkey",2152,"lv",0.0453486,45,43.30414,43.60603,"T",71306,133566
"304",2020,"Utah",44138,"Joseph R. Biden Jr.","44095",44122,"SurveyMonkey",2187,"lv",0.591620118676123,45,43.30414,43.58289,"T",71388,133727
"305",2020,"Utah",44138,"Joseph R. Biden Jr.","44095",44123,"SurveyMonkey",2239,"lv",0.0425502,45,43.30414,43.56149,"T",71473,133911
"306",2020,"Utah",44138,"Joseph R. Biden Jr.","44097",44124,"SurveyMonkey",2279,"lv",0.0214654,45,43.30414,43.54066,"T",71575,134123
"307",2020,"Utah",44138,"Joseph R. Biden Jr.","44098",44125,"SurveyMonkey",2304,"lv",0.591620118676123,45,43.30414,43.51869,"T",71688,134348
"308",2020,"Utah",44138,"Joseph R. Biden Jr.","44098",44126,"SurveyMonkey",2340,"lv",0.0393532,45,43.30414,43.49363,"T",71771,134547
"309",2020,"Utah",44138,"Joseph R. Biden Jr.","44100",44108,"Y2 Analytics",1214,"lv",1.222924,40,38.89613,39.222,"F",70578,131811
"310",2020,"Utah",44138,"Joseph R. Biden Jr.","44100",44127,"SurveyMonkey",2398,"lv",0.018428,45,43.30414,43.40615,"T",71832,134678
"311",2020,"Utah",44138,"Joseph R. Biden Jr.","44101",44128,"SurveyMonkey",2434,"lv",0.591620118676123,45,43.30414,43.38609,"T",71899,134813
"312",2020,"Utah",44138,"Joseph R. Biden Jr.","44101",44129,"SurveyMonkey",2466,"lv",0.0520788,45,43.30414,43.36729,"T",71984,134987
"313",2020,"Utah",44138,"Joseph R. Biden Jr.","44104",44131,"SurveyMonkey",2689,"lv",0.0179548,43,41.31608,41.33171,"T",72094,135221
"314",2020,"Utah",44138,"Joseph R. Biden Jr.","44105",44132,"SurveyMonkey",2783,"lv",0.2747538,43,41.31608,41.32626,"T",72248,135588
"315",2020,"Utah",44138,"Joseph R. Biden Jr.","44116",44121,"RMG Research",1000,"lv",0.8812282,38,40.51583,40.4575,"F",71445,134418
"316",2020,"Utah",44138,"Joseph R. Biden Jr.","44119",44128,"Y2 Analytics",660,"lv",0.8780674,44,42.87625,42.75739,"F",72411,135868
"317",2020,"Utah",44138,"Joseph R. Biden Jr.","44120",44133,"SurveyMonkey",1517,"lv",0.024589,44,42.30967,42.30033,"T",72351,135791
"318",2020,"Utah",44138,"Joseph R. Biden Jr.","44121",44134,"SurveyMonkey",1511,"lv",0.0249719,43,41.31608,41.30848,"T",72430,135956
"319",2020,"Utah",44138,"Joseph R. Biden Jr.","44122",44135,"SurveyMonkey",1519,"lv",0.0513227,43,41.31608,41.30889,"T",72531,136153
"320",2020,"Utah",44138,"Joseph R. Biden Jr.","44124",44136,"SurveyMonkey",1435,"lv",0.3479773,44,42.30967,42.31537,"T",72669,136422
"321",2020,"Vermont",44138,"Joseph R. Biden Jr.","43990",44012,"SurveyMonkey",113,"lv",0.1127496,74.91,73.32545,74.66182,"F",70451,131305
"322",2020,"Vermont",44138,"Joseph R. Biden Jr.","44013",44043,"SurveyMonkey",368,"lv",0.2985707,71.18,69.51198,70.98692,"F",70401,131203
"323",2020,"Vermont",44138,"Joseph R. Biden Jr.","44044",44074,"SurveyMonkey",236,"lv",0.1879181,70.48,68.79805,69.96854,"F",70351,131101
"324",2020,"Vermont",44138,"Joseph R. Biden Jr.","44075",44104,"SurveyMonkey",427,"lv",0.0718191,64.06,62.27453,63.14929,"T",70299,130994
"325",2020,"Vermont",44138,"Joseph R. Biden Jr.","44077",44089,"Braun Research",586,"lv",0.8636532,55.73,57.28205,58.2062,"F",69647,129842
"326",2020,"Vermont",44138,"Joseph R. Biden Jr.","44088",44116,"SurveyMonkey",557,"lv",0.0067446,65,63.22701,63.67144,"T",70970,132800
"327",2020,"Vermont",44138,"Joseph R. Biden Jr.","44089",44117,"SurveyMonkey",579,"lv",0.0139316,65,63.22701,63.64939,"T",71017,132963
"328",2020,"Vermont",44138,"Joseph R. Biden Jr.","44091",44118,"SurveyMonkey",610,"lv",0.0075573,66,64.24128,64.64209,"T",71111,133170
"329",2020,"Vermont",44138,"Joseph R. Biden Jr.","44092",44119,"SurveyMonkey",651,"lv",0.008022,67,65.25658,65.63232,"T",71185,133320
"330",2020,"Vermont",44138,"Joseph R. Biden Jr.","44093",44120,"SurveyMonkey",730,"lv",0.008951,67,65.25658,65.60562,"T",71246,133447
"331",2020,"Vermont",44138,"Joseph R. Biden Jr.","44094",44121,"SurveyMonkey",759,"lv",0.0092644,67,65.25658,65.57535,"T",71304,133564
"332",2020,"Vermont",44138,"Joseph R. Biden Jr.","44095",44122,"SurveyMonkey",769,"lv",0.009348,67,65.25658,65.55186,"T",71386,133725
"333",2020,"Vermont",44138,"Joseph R. Biden Jr.","44096",44123,"SurveyMonkey",785,"lv",0.591620118676123,67,65.25658,65.53284,"T",71471,133909
"334",2020,"Vermont",44138,"Joseph R. Biden Jr.","44096",44124,"SurveyMonkey",829,"lv",0.0096588,66,64.24128,64.50285,"T",71573,134121
"335",2020,"Vermont",44138,"Joseph R. Biden Jr.","44097",44125,"SurveyMonkey",858,"lv",0.0099644,66,64.24128,64.48678,"T",71686,134346
"336",2020,"Vermont",44138,"Joseph R. Biden Jr.","44098",44126,"SurveyMonkey",939,"lv",0.021749,66,64.24128,64.47486,"T",71769,134545
"337",2020,"Vermont",44138,"Joseph R. Biden Jr.","44100",44127,"SurveyMonkey",969,"lv",0.591620118676123,67,65.25658,65.41576,"T",71830,134676
"338",2020,"Vermont",44138,"Joseph R. Biden Jr.","44100",44128,"SurveyMonkey",978,"lv",0.0221187,67,65.25658,65.39809,"T",71897,134811
"339",2020,"Vermont",44138,"Joseph R. Biden Jr.","44102",44129,"SurveyMonkey",1002,"lv",0.0233641,67,65.25658,65.38388,"T",71982,134985
"340",2020,"Vermont",44138,"Joseph R. Biden Jr.","44104",44131,"SurveyMonkey",1087,"lv",0.0124457,68,66.27293,66.36275,"T",72092,135219
"341",2020,"Vermont",44138,"Joseph R. Biden Jr.","44105",44132,"SurveyMonkey",1167,"lv",0.199798,69,67.29033,67.37616,"T",72246,135586
"342",2020,"Vermont",44138,"Joseph R. Biden Jr.","44120",44133,"SurveyMonkey",749,"lv",0.0178015,69,67.29033,67.32158,"T",72349,135789
"343",2020,"Vermont",44138,"Joseph R. Biden Jr.","44121",44134,"SurveyMonkey",734,"lv",0.017527,70,68.30879,68.33289,"T",72428,135954
"344",2020,"Vermont",44138,"Joseph R. Biden Jr.","44122",44135,"SurveyMonkey",737,"lv",0.0353829,71,69.32835,69.34655,"T",72529,136151
"345",2020,"Vermont",44138,"Joseph R. Biden Jr.","44123",44124,"co/efficient",584,"lv",0.5290526,62,63.57672,63.69811,"F",72218,135482
"346",2020,"Vermont",44138,"Joseph R. Biden Jr.","44124",44136,"SurveyMonkey",719,"lv",0.2431795,71,69.32835,69.35448,"T",72667,136420
"347",2020,"West Virginia",44138,"Joseph R. Biden Jr.","43990",44012,"SurveyMonkey",264,"lv",0.1946796,27.06,26.49252,27.50639,"F",70448,131302
